generation,max_fitness,avg_fitness,std_dev
1,18.6,6.840240000000001,3.342134854011729
2,19.400000000000002,7.410280000000001,4.183017112276736
3,21.780000000000044,9.178760000000002,4.939425568059512
4,35.139999999999986,10.802080000000004,6.487286199451973
5,40.220000000000006,12.284880000000003,7.568219660237143
6,40.220000000000006,12.288840000000002,8.212027550757488
7,40.220000000000006,12.706920000000002,8.312256494695047
8,102.0,13.36452,14.929840839392762
9,102.0,15.236880000000006,15.064746689725657
10,102.0,14.290440000000004,14.748360338912258
11,102.0,17.591040000000007,22.36137253118422
12,168.20000000000002,21.213480000000033,33.1472686653004
13,179.999999999997,24.288359999999965,36.11018187866668
14,179.999999999997,26.742839999999887,43.41923187729564
15,179.999999999997,31.268159999999888,45.611260330475055
16,179.999999999997,30.074999999999886,47.279152480136176
17,200.0,37.483399999999826,53.43950267021533
18,200.0,36.65979999999994,50.07726029287129
19,200.0,46.189799999999934,58.826785412429096
20,200.0,35.954599999999886,53.05629632644902
21,220.00000000000173,59.33151999999992,69.92887369956406
22,220.00000000000173,56.947359999999996,72.12935264530246
23,220.00000000000173,35.00735999999998,56.128817367822705
24,220.00000000000173,30.395359999999982,51.481179356250166
25,220.00000000000173,34.70235999999998,53.417653676199556
26,220.00000000000173,30.103360000000034,49.27666982650525
27,220.00000000000173,32.229960000000034,46.08188241379049
28,220.00000000000173,26.515240000000034,43.57788826988308
29,220.00000000000173,31.572760000000034,46.604557069694515
30,220.00000000000173,30.69124000000001,47.83541582365943
31,220.00000000000173,59.33151999999992,69.92887369956406
32,220.00000000000173,56.947359999999996,72.12935264530246
33,220.00000000000173,35.00735999999998,56.128817367822705
34,220.00000000000173,30.395359999999982,51.481179356250166
35,220.00000000000173,34.70235999999998,53.417653676199556
36,220.00000000000173,30.103360000000034,49.27666982650525
37,220.00000000000173,32.229960000000034,46.08188241379049
38,220.00000000000173,26.515240000000034,43.57788826988308
39,220.00000000000173,31.572760000000034,46.604557069694515
40,220.00000000000173,30.69124000000001,47.83541582365943
