generation,max_fitness,avg_fitness,std_dev
1,60.02000000000001,14.794800000000004,11.126773886441665
2,60.02000000000001,17.069440000000004,13.911026791951775
3,60.02000000000001,15.672760000000004,13.689497439365702
4,65.56000000000012,21.774959999999997,18.63091201306045
5,65.56000000000012,18.179720000000003,15.421417875202017
6,66.44000000000014,20.344240000000003,17.095545850963653
7,220.00000000000173,27.693720000000027,36.84837972885118
8,220.00000000000173,32.75660000000002,39.345016002030164
9,308.99999999999613,63.97667999999998,76.60825531453892
10,308.99999999999613,90.44500000000028,90.62124838623694
11,308.99999999999613,82.01444000000012,97.82328778141945
12,308.99999999999613,94.79580000000021,100.32083528539837
13,308.99999999999613,77.65844000000004,91.70799037404751
14,339.19999999999493,77.58895999999986,102.68801240436153
15,472.8999999999994,99.18524000000001,114.80864909849933
16,520.1400000000034,81.44520000000013,116.51567692357989
17,520.1400000000034,78.82892000000034,116.12077675331719
18,520.1400000000034,90.60452000000045,127.07549604030585
19,520.1400000000034,99.44724000000036,119.24181678447592
20,520.1400000000034,82.08788000000024,113.03662484657664
21,520.1400000000034,93.49480000000021,115.98201429945978
22,520.1400000000034,107.26444000000039,117.57983864543496
23,520.1400000000034,84.6565600000004,117.12781606367697
24,520.1400000000034,77.9932800000003,113.98468023011566
25,534.9999999999964,103.0466000000003,131.71370011673068
26,534.9999999999964,100.11452000000014,124.04172416138691
27,534.9999999999964,73.85724000000032,120.04611638392342
28,534.9999999999964,75.83200000000012,116.5233419967005
29,534.9999999999964,88.46720000000012,132.12776834624904
30,534.9999999999964,97.29620000000004,130.66104433824188
31,534.9999999999964,95.39424000000007,127.83169648918218
32,534.9999999999964,85.95160000000016,119.55994252859125
33,534.9999999999964,69.87360000000012,115.5468400564898
34,534.9999999999964,78.29300000000003,126.8891983640845
35,556.9400000000049,106.63368000000037,141.81515658764326
36,556.9400000000049,113.0905200000004,126.62556940069295
37,556.9400000000049,103.54263999999993,142.9356646855861
38,556.9400000000049,77.6194000000002,122.84164489960267
39,556.9400000000049,102.12056000000017,132.594592855691
40,556.9400000000049,121.13884000000024,151.9612035814883
